Project Name,p_link,BHK,Price,Price per Sqft,Area with Type,No_open_sides,Boundary_Wall,Width of Facing road,Ownership,Authority Approved,Corner_Property,Gated Society,Address,Facing,Construction Status,Age Possession/completion date,Property Status,RERA ID,Property ID,Nearby Landmarks,Features,Key Highlights,Open Space (in %),Units Available,Description,Ratings
Bhavda,https://www.99acres.com/residential-land-plot-for-sale-in-bhavda-ahmedabad-east-379-sq-yard-spid-H82619568,Residential land / Plot,3 Cr,"₹8,784 /sqft",Plot_area 3415 sq.ft.l*b :*,4.0,Yes,20.0 ft,Freehold,,,,"Bhavda, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/PAA06102/250919,H82619568,[],[], ,,,"4 side open, good for warehouse",
Telav,https://www.99acres.com/residential-land-plot-for-sale-in-telav-ahmedabad-west-400-sq-yard-spid-D82601186,Residential land / Plot,1.71 Cr,"₹4,750 /sqft",Plot_area 3600 sq.ft.l*b :*,4.0,Yes,,Co-operative Society,AUDA,Yes,Yes,"Telav, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,D82601186,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']","['East Facing', 'Close to School', 'Close to Hospital', 'Corner Property', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant', 'Rain Water Harvesting']",,,"Nice location, gulmohar green club scheme, extra space in fron of plot","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.5/5', 'Green Area3.9/5']"
Dholera Sir Smart City,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-sir-smart-city-dholera-ahmedabad-south-4840-sq-yard-spid-J82526172,Residential land / Plot,1.4 Cr,₹321 /sqft,Plot_area 43560 sq.ft.l*b :240 ft.(73.15) m.*183 ft.(55.78) m.,3.0,Yes,,Freehold,,Yes,,"295, Dholera Sir Smart City, Dholera, Ahmedabad",North-East,Under Construction,Possession: Within 3 months *,Resale,not available,J82526172,[],"['Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting', 'Club House', ""Children's Play Area"", 'Jogging Track', 'Gated Community']","['Close to Market', 'Corner Property', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant', 'Rain Water Harvesting', '36 min drive to dholera international airport', '650 m far from NH 751']",,,"Hello folks, I want to sell my own property in india's first greenfield smart city, the dholera smart city. I have this land inside of dholera sir. It is located close to tp 4b2( Finalizing tp). All title clear papers and na ready property. There is so many plus point to buy this plot. Here is some points to buy this plot. 1. All title clear papers 2. Na ready land 3. Multipurpose na ( Resident...","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
JBR Nirmaan 100 Acres,https://www.99acres.com/residential-land-plot-for-sale-in-jbr-nirmaan-100-acres-sanand-ahmedabad-west-1041-sq-yard-r1-spid-O76507217,Residential land / Plot,85 Lac,₹854 /sqft,Plot_area 9369 sq.ft.l*b :*,4.0,Yes,,Co-operative Society,AUDA,,Yes,"JBR Nirmaan 100 Acres, Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,O76507217,[],"['Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Club House', 'Golf Course', ""Children's Play Area"", 'Yoga/Meditation Area', 'Restaurant', 'Conference Room', 'Multipurpose court']", ,,,Very beautiful and maintained society.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Balaji Upvan,https://www.99acres.com/residential-land-plot-for-sale-in-balaji-upvan-bagodara-ahmedabad-south-600-sq-yard-r1-spid-O79170151,Residential land / Plot,40 Lac,₹740 /sqft,Plot_area 5400 sq.ft.l*b :120 ft.(36.57) m.*45 ft.(13.72) m.,1.0,,45.0 ft,Freehold,,,Yes,"Balaji Upvan, Bagodara , Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,O79170151,[],['Maintenance Staff'],"['Overlooking Park/Garden', 'Overlooking Main Road']",,,Balaji upvan phase 2 - Plot no - 36,"['Connectivity3.6/5', 'Lifestyle3.9/5', 'Safety3.9/5', 'Green Area3.8/5']"
Tathastu Township,https://www.99acres.com/residential-land-plot-for-sale-in-tathastu-township-dholera-ahmedabad-south-156-sq-yard-spid-C82505702,Residential land / Plot,12 Lac,₹855 /sqft,Plot_area 1403.19 sq.ft.l*b :50 ft.(15.27) m.*15 ft.(4.57) m.,3.0,Yes,39.4 ft,Freehold,AUDA,Yes,Yes,"109, Tathastu Township, Dholera, Ahmedabad",North-East,Under Construction,Possession: Within 6 months *,Resale,not available,C82505702,[],"['Water Storage', 'Car Parking', 'Feng Shui / Vaastu Compliant', 'Gymnasium', 'Maintenance Staff', 'Rain Water Harvesting', 'Club House', ""Children's Play Area"", 'Park', 'Food Court', 'Solar Panel', 'CCTV Camera Security']","['North-East Facing', 'Close to School', 'Close to Hospital', 'Close to Market', 'Corner Property', 'Close to Railway Station', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant', 'Rain Water Harvesting', ""First and largest township in Dholera Smart City, India's first Greenfield Smart City"", ""India's First Platinum Rated ISO 37120 Compliance Smart City"", 'Plots starting from 100 Sq. Yards with flexible payment plans offer investment opportunities', 'Tathastu Township will have 20 Parks, and provision for a Hospital, a Clubhouse, a School, a college, and a Hotel', 'Direct connectivity to the expressway and the Airport adds to the convenience of the location']",,20.0,"Pipli fedra highway bang on near tata solar plant
300tr away , near airport","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Chandlodiya,https://www.99acres.com/residential-land-plot-for-sale-in-chandlodia-ahmedabad-north-33-sq-yard-r6-spid-Y38766011,Residential land / Plot,1.5 Cr,"₹50,000 /sqft",Plot_area 300 sq.ft.l*b :*,,,5.0 ft,Freehold,,,,"Manu, Chandlodiya, Ahmedabad",North,Ready To Move,Possession: Immediate *,Resale,not available,Y38766011,"['CHANDLODIA MARKET', 'Chandlodiya Temple', 'Panchdev Mahadev Mandir', 'Achleshwar Mahadev', 'Bhagwat Vidyapeeth', 'Shri Yogeshwar General Hospital', 'Samata Hospital Pvt.Ltd', 'Shri Rang Hospitaland Research Centre', 'Mahalaxmi Maternity Nursing Home and Sonography Center', 'S G Hospital Chandlodiya', 'J J Hospital Ahmedabad', 'Aastha Eye Care Centre', 'Aneri Children Hospital', 'Pearl Dental Care', 'Chokshi Maternity Nursing Home and Sonography Clinic', 'Satyam Hospital', 'Hridaan Hospital & Pharmacy', 'Navkar Dental Clinic', 'Gmers Medical College Hospital', 'Vardan Eye Hospital Ahmedabad', 'Jay Umiya Hospital', 'Poojan Children Hospital And Neonatal Care Centre', 'Siddhi Heart and Medical Hospital', 'Amijeet Maternity Hospital', 'Vraj Dental Clinic', 'Trisha Trauma Centre and Icu', 'Neo Children Hospital', 'Sitababa Hospital', 'BalMukund Hospital', 'vizcare hospital', 'Aalisha Clinic', 'Kalpana Maternity and Nursing Home Ahmedabad', 'Aditya Multi-Speciality Hospital', 'Tirtham Surgical and Laparoscopic Centre', 'West Cost pharma', 'Kesharbhavani Medical Store', 'Bharat Petroleum', 'Rajhans Cinemas', 'Nalanda School', 'Gyanda Girls High School', 'M B Patel Gyanjyot High School', 'RC TECHNICAL INSTITUTE', 'Nutan Vidya Vihar', ""St. Xavier's College"", 'Lalbhai Dalpatbhai College of Engineering', 'Amrita Vidyalayam', 'Karmachari Shiksan Tirth', 'Chandlodiya railway station', 'CoRo Technologies', 'Vinu Makad Gym & Swimming Pool AUDA']",[],['North Facing'],,,"Goto villag house shift
Its imargansi","['Connectivity4.1/5', 'Lifestyle3.9/5', 'Safety4.1/5', 'Green Area3.8/5']"
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-260-sq-yard-spid-R82230698,Residential land / Plot,21 Lac,₹897 /sqft,Plot_area 2340 sq.ft.l*b :*,2.0,Yes,,Freehold,,,Yes,"Dholera, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,R82230698,[],[], ,,,"This plot is is located on pipli fedra highway, which is soon going to be 4 lane to 6 lane highway. Just 7 km from airport and 8 km from dholera sir boundary. Very nice location at a cheap price.","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
nishkalalank society vatva,https://www.99acres.com/residential-land-plot-for-sale-in-vatva-ahmedabad-east-300-sq-yard-spid-Z82106576,Residential land / Plot,1.25 Cr,"₹4,630 /sqft",Plot_area 2700 sq.ft.l*b :*,1.0,Yes,,Freehold,,,,"16-B, nishkalalank society vatva, Vatva, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,Z82106576,[],[], ,,,"It's a 300 sq yards plot right facing the road, it has a full frontage on the road and can be utilised for commercial activity.","['Connectivity4.2/5', 'Lifestyle4.1/5', 'Safety3.9/5', 'Green Area3.9/5']"
Parshwanath Township,https://www.99acres.com/residential-land-plot-for-sale-in-parshwanath-township-ahmedabad-east-33-sq-yard-spid-U82079488,Residential land / Plot,2 Cr,"₹50,847 /sqft",Plot_area 295 sq.ft.l*b :*,3.0,,,Freehold,,Yes,Yes,"Parshwanath Township, Nava Naroda",,Ready To Move,Possession: Immediate *,Resale,not available,U82079488,"['Prasad Hospital Ahmedabad', 'Rugved Multispeciality Hospital', 'Parth Maternity and Medical Nursing Home', 'Setu Surgical Hospital Ahmedabad', 'Navjivan Maternity and Orthopaedic Hospital Ahmedabad', 'Priyal Hospital', 'Navjivan Orthopaedic and Maternity Hospital', 'Rudraksh Hospital', 'Prathna Surgical And Medical Hospital', 'Rukshmani Surgical Hospital', 'Aagman Maternity and Gynec Hospital', 'Uma Maternity and Nursing Home', 'Trupti Hospital Saijpur', 'Saraswati Eye Hospital Ahmedabad', 'Karnavati Super Speciality Hospital', 'Smt Shobhadevi Ent Hospital', 'Akshar Eye Hospital', 'Chirayu Surgical Hospital', 'Mahadev Eye Care', 'Dr. Suresh Balani', 'Aadya Eye and Ent Hospital', 'Siddhi Hospital Ahmedabad', 'Kalrav Maternity Hospital and Sonography Centre', 'Anand Hospital and Multispeciality', 'Suvan Eye Care', 'Shivam Surgical Hospital', 'Vikas Medical and Heart Hospital', 'Poojan Maternity and Infertility Clinic', 'Soni Nursing Home Ahmedabad', 'Shivam Heart and Medical Hospital', 'Gitanjali Children Hospital', 'Sardar Hospital', 'Hari Krishna Uro Surgical Hospital', ""Sanket Children's Speciality Hospital"", 'Ano Care Hospital', 'Parvati Jadav Hospital', 'Anand Surgical Hospital Ltd.', 'shilpa medical store', 'CNG', 'Cng Petrol pump', 'State bank of india', 'TGB', 'Dominos', 'Spoons n straws', 'Sabri Kathiyavadi', 'Dadu Cafe', 'Hotel Emerland', 'Sardargram railway station', 'Sahijpur railway station', 'Patel.k.k.muni library']","['Feng Shui / Vaastu Compliant', 'Water Storage']","['Close to School', 'Close to Hospital', 'Close to Market', 'Corner Property', 'Close to Airport', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant']",,,Very huge place in front side more car parking space huge water tank many more,"['Connectivity4.2/5', 'Lifestyle4.3/5', 'Safety4.2/5', 'Green Area4.2/5']"
Goraj,https://www.99acres.com/residential-land-plot-for-sale-in-goraj-ahmedabad-west-1139-sq-yard-spid-K82076600,Residential land / Plot,1.43 Cr,"₹1,395 /sqft",Plot_area 10251 sq.ft.l*b :*,2.0,Yes,,Freehold,,Yes,Yes,"Goraj, Ahmedabad",South-East,Ready To Move,Possession: Immediate *,Resale,not available,K82076600,[],[],"['Corner Property', 'Overlooking Main Road']",,,"Nearby sanand 
Nalsarovar road touch 
1139 sq yards plot 
Na plot 
Prakruti villa",
Royal Beach City The Goa,https://www.99acres.com/residential-land-plot-for-sale-in-royal-beach-city-the-goa-dholka-ahmedabad-south-600-sq-yard-r23-spid-P25971257,Residential land / Plot,24 Lac,₹444 /sqft,Plot_area 5400 sq.ft.l*b :*,,,39.4 ft,Freehold,,,Yes,"Royal Beach City The Goa, Dholka, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,P25971257,[],"['Car Parking', 'Lifts', 'Property Staff', '24/7 Power Backup', 'Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Club House', 'Golf Course', 'Park', 'Jogging Track', 'Yoga/Meditation Area', 'Cricket Pitch']", ,60%,3000.0,Residential land available for sell.Located in dholka.Available at an price of rs 2400000.,"['Connectivity3.9/5', 'Lifestyle4/5', 'Safety3.8/5', 'Green Area3.9/5']"
Kalrav Nest,https://www.99acres.com/residential-land-plot-for-sale-in-govindpura-ahmedabad-west-1600-sq-yard-spid-T81963650,Residential land / Plot,2.08 Cr,"₹1,444 /sqft",Plot_area 14400 sq.ft.l*b :*,2.0,Yes,40.0 ft,Co-operative Society,,,Yes,"Phase 2, 218, Kalrav Nest, Govindpura, Ahmedabad",North-West,Ready To Move,Possession: Immediate *,Resale,not available,T81963650,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']",['Feng Shui/ Vaastu Compliant'],,,A dramatic hideaway nestled for generations that blends smoothly with its natural surroundings. Set deep within a beautiful ambience with remarkable natural beauty. Embrace the lush greenery and stunning views from your private space. Live a life at kalrav nest and feel the nature within your steps. Luxury brook villas Plot size - 1350 sq. Yds. Onwards Location: Govindpura 10 km from new karnav...,
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-9536-sq-yard-r1-spid-O76982491,Residential land / Plot,5.25 Cr,₹612 /sqft,Plot_area 85824 sq.ft.l*b :*,1.0,,650.0 ft,Freehold,,,,"Aniyali ,sanand Nalsarovar Highway, Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,O76982491,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[],['Overlooking Main Road'],,,"Residential or commercial land available for sell.Located on sanand nalsarovar highway
Available at an price of rs 5.25cr.(With n. A) 
Or 
Rs. 3.0cr. (Agriculture).","['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-193-sq-yard-spid-V81956898,Residential land / Plot,16.4 Lac,₹944 /sqft,Plot_area 1737 sq.ft.l*b :*,1.0,Yes,,Freehold,,,,"Dholera, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,V81956898,[],[],"['Overlooking Park/Garden', 'Overlooking Main Road']",,,"Its on state highway just 800 mtr from gallops food court. 
Gated township with 25 feet internal and 40 feet main road","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Shilpgram 7,https://www.99acres.com/residential-land-plot-for-sale-in-lakshmanpura-ahmedabad-north-1305-sq-yard-spid-B81953806,Residential land / Plot,97.88 Lac,₹833 /sqft,Plot_area 11745 sq.ft.l*b :*,3.0,Yes,40.0 ft,Co-operative Society,Local Authority,,Yes,"B - 45, Shilpgram 7, Lakshmanpura, Ahmedabad",North-West,Ready To Move,Possession: Immediate *,Resale,not available,B81953806,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']","['Thol within 2km', 'Feng Shui/ Vaastu Compliant']",,,"Spacious, ready to build plot in lakshmanpura, ahmedabad north. It spreads over 1305 sq.Yards super built up area. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The property belongs to owner through freehold ownership. This residential plot is all yours for 1.57 crore.",
Shilpgram 7,https://www.99acres.com/residential-land-plot-for-sale-in-lakshmanpura-ahmedabad-north-1514-sq-yard-spid-H81953756,Residential land / Plot,1.14 Cr,₹833 /sqft,Plot_area 13626 sq.ft.l*b :*,2.0,Yes,40.0 ft,Co-operative Society,Local Authority,,Yes,"C - 22, Shilpgram 7, Lakshmanpura, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,H81953756,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']","['North-East Facing', 'Thol within 3km', 'Feng Shui/ Vaastu Compliant']",,,"Planning to purchase a plot in ahmedabad north? This plot in lakshmanpura is situated in one of the excellent locations of the city. This 1514 sq.Yards super built up area plot is your opportunity to build a exceptional residence. To secure the perimeter, a boundary wall is present around the property. The possession of the property can be received immediately. The owner of the property has fre...",
A Shridhar Kalrav Seasons,https://www.99acres.com/residential-land-plot-for-sale-in-a-shridhar-kalrav-seasons-lakshmanpura-ahmedabad-north-900-sq-yard-spid-P81953356,Residential land / Plot,90 Lac,"₹1,111 /sqft",Plot_area 8100 sq.ft.l*b :*,2.0,Yes,,Co-operative Society,Local Authority,,Yes,"315, A Shridhar Kalrav Seasons, Lakshmanpura, Ahmedabad",North-West,Ready To Move,Possession: Immediate *,Resale,not available,P81953356,"['Bapiyara School', 'PHC MEDA ADRAJ', 'Meyana Bus Stop']","['Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting', ""Children's Play Area"", 'Theatre', 'Banquet Hall', 'Jogging Track']","['Feng Shui/ Vaastu Compliant', '10000+ Trees available', 'The cleanest air surround your place', 'A forest themed plotted development with Studio Villa']",,260.0,"Plot for sale in lakshmanpura is available in ahmedabad north. This locality resonates with your modern lifestyle. It spreads over 890 sq.Ft. Super built up area. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. Currently the nature of ownership of the property is freehold. The expected price for the property is just 90 lac.",
A Shridhar Kalrav Seasons,https://www.99acres.com/residential-land-plot-for-sale-in-a-shridhar-kalrav-seasons-lakshmanpura-ahmedabad-north-907-sq-yard-spid-M81953328,Residential land / Plot,90.7 Lac,"₹1,111 /sqft",Plot_area 8163 sq.ft.l*b :*,2.0,Yes,,Co-operative Society,Local Authority,,Yes,"316, A Shridhar Kalrav Seasons, Lakshmanpura, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,M81953328,"['Bapiyara School', 'PHC MEDA ADRAJ', 'Meyana Bus Stop']","['Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting', ""Children's Play Area"", 'Theatre', 'Banquet Hall', 'Jogging Track']","['North-East Facing', 'Feng Shui/ Vaastu Compliant', '10000+ Trees available', 'The cleanest air surround your place', 'A forest themed plotted development with Studio Villa']",,260.0,"Planning to purchase a plot in ahmedabad north? This plot in lakshmanpura is situated in one of the excellent locations of the city. This 907 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Boundary wall is already constructed to separate the plot from nearby properties. Immediately, possession of property can be transferred. The type of ownership is free...",
Green woods,https://www.99acres.com/residential-land-plot-for-sale-in-vaishnodevi-circle-ahmedabad-north-1000-sq-yard-spid-V81936602,Residential land / Plot,4 Cr,"₹4,444 /sqft",Plot_area 9000 sq.ft.l*b :*,2.0,Yes,,Freehold,,,,"Green woods, Vaishnodevi Circle, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,V81936602,"['Prime Dental Care', 'Management Parking', 'New Parking', 'D-cabin', 'Fuel', 'Kalupur cooperative commercial bank', 'F1 Pharma Canteen', 'Management Mess', 'NIM Auditorium', 'Silver Oak College Of Engineering & Technology', 'Dr. Babasaheb Ambedkar Open University', 'Nirma University', 'Khodiyar junction railway station']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']",['Feng Shui/ Vaastu Compliant'],,,Planning to purchase a plot in ahmedabad north? This plot in vaishnodevi circle is situated in one of the excellent locations of the city. It spans over spectacular 1000 sq.Ft. Super built up area. The property is guarded and secluded by boundary wall around it. Expected possession of property immediately. Currently the nature of ownership of the property is freehold. The expected price for the...,"['Connectivity4.2/5', 'Lifestyle4/5', 'Safety4.1/5', 'Green Area4/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-2904-sq-yard-r1-spid-Q81921952,Residential land / Plot,Price on Request,,Plot_area 26136 sq.ft.l*b :*,1.0,,,Freehold,,,,"Sanand, Sanand, Ahmedabad",,Under Construction,not available,Resale,not available,Q81921952,"['Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Vishwa Vatsalya General Hospital', 'Ashirvad Hospital and Clinic', 'Massom Children Hospital', 'Sanand Hospital and Trauma Centre', 'Sanjivani Hospital', 'Sanand Janta Multispeciality Hospital', 'Navjeevan Doctor House', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,Best in class property available at sanand location in ahmedabad,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Gorasu,https://www.99acres.com/residential-land-plot-for-sale-in-gorasu-ahmedabad-south-24200-sq-yard-r3-spid-P70294056,Residential land / Plot,2.5 Cr,₹92 /sqft,Plot_area 217802 sq.ft.l*b :*,4.0,Yes,98.4 ft,Freehold,,Yes,,"Gorasu, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,P70294056,[],[],"['East Facing', 'Corner Property', 'Close to Railway Station', 'Close to Airport', 'Overlooking Main Road']",,,"Residential land for sale
In sodhi,dholera, ahmedabad south, ahmedabad",
Dholera Sir Smart City,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-sir-smart-city-dholera-ahmedabad-south-20511-sq-yard-spid-C81818796,Residential land / Plot,8.61 Cr,₹467 /sqft,Plot_area 184599 sq.ft.l*b :*,1.0,Yes,45.0 ft,Freehold,,Yes,,"Dholera Sir Smart City, Dholera, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,C81818796,[],"['Swimming Pool', 'Gymnasium', 'Water Storage', 'Rain Water Harvesting', 'Club House', ""Children's Play Area"", 'Jogging Track', 'Gated Community', 'Internal Street Lights', 'Temple']","['East Facing', 'Close to Metro Station', 'Close to Market', 'Corner Property', 'Close to Airport', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Rain Water Harvesting', '36 min drive to dholera international airport', '650 m far from NH 751']",,,"Our property stands out for its peaceful ambiance, modern amenities, and prime location just minutes from key attractionsperfect for both relaxation and convenience.This is the best opportunity for your investment.","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Paksh Sarovar,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-56-sq-yard-r5-spid-A49523009,Residential land / Plot,50 Lac,"₹10,000 /sqft",Plot_area 500 sq.ft.l*b :*,1.0,Yes,,Co-operative Society,,,Yes,"Paksh Sarovar, Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,A49523009,"['meat market', 'fish market', 'Ahmedabad Historic Gujari Bazaar Sunday Market', 'Bhadra Kali Temple', 'Urvashi Nursing Home', 'Paras Hospital', 'Dr. Yasin', 'Lifecare Emergency Centre', 'Shahpur Medical Hospital', 'Munciapl Prasuti Hospital', 'Vyoma General Nursing Home', 'Shreeja Krupa Children Hospital', 'Shraddha Multi Speciality Hospital', 'Neuron Neuro Surgical Hospital', 'Adhvait Psychiatry Hospital', 'Maheshwari Children Hospital', 'Shivam Hospital', 'Adwait Ent Hospital', 'Krishna Hospital', 'Bachardas Lashkari Hospital', 'Shantilal Parikh Hospital and Check Up Clinic', 'Dr.Haroonbhai Jusabbhai Memon', 'Memon Ent Hospital', 'Chaturbhai Mavawala Kidney Hospital and Laparoscopic', 'saviour annexe hospital', 'Sukhmani Hospital Saviour Annexe Hospital', 'CGHS Dispensary No.3', 'Dr. Dilip Modi Hospital', 'Krishna Maternity and Nursing Home', 'Jay Orthopedic Hospital', 'Parijat Children Hospital', 'Dr J J Vora Memorial General Hospital', 'Lal Darwaja AMTS Bus Stop', 'cng', 'CNG Bharat petroleum', 'Central bank of india', 'Hdfc bank relief road branch', 'Ahmedabad district cooperative bank', 'The state bank of india ahmedabad office', 'Kotak mahindra bank', 'Lucky Tea Shop', 'Green House Restaurant', 'Agashiye Restaurant', 'Relief Cyber Cafe', ""McDonald's"", 'Nishat', 'Paramount', 'Ghandi Cold Drink House', 'Mount Carmel School Khanpur', 'Mt. Carmel School']",[],['Overlooking Park/Garden'],,,"The total land area is 500 sq.Yds. N.A. And noc, without any deductions and the scheme has a club house, swimming pool and internal roads and a registered sale deed.","['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Dholera Sir Smart City,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-sir-smart-city-dholera-ahmedabad-south-16148-sq-yard-spid-R81817344,Residential land / Plot,11.94 Cr,₹822 /sqft,Plot_area 145332 sq.ft.l*b :*,3.0,Yes,147.6 ft,Freehold,,,Yes,"Dholera Sir Smart City, Dholera, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,R81817344,[],"['Swimming Pool', 'Gymnasium', 'Water Storage', 'Rain Water Harvesting', 'Club House', ""Children's Play Area"", 'Jogging Track', 'Gated Community', 'Internal Street Lights', 'Temple']","['North-East Facing', 'Close to Metro Station', 'Close to Market', 'Close to Airport', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Rain Water Harvesting', '36 min drive to dholera international airport', '650 m far from NH 751']",,,"Our property stands out for its peaceful ambiance, modern amenities, and prime location just minutes from key attractionsperfect for both relaxation and convenience in dholera sir area","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-206-sq-yard-r1-spid-Y78586749,Residential land / Plot,11 Lac,₹593 /sqft,Plot_area 1854 sq.ft.l*b :114 ft.(34.75) m.*15 ft.(4.57) m.,2.0,,,Freehold,,,,"Dholera, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,Y78586749,[],['Maintenance Staff'],['East Facing'],,,Fair property near by airport.,"['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
